Record ID,Subject Heading,General Heading Note,Title,Number,Date,Geographic Location,Corporate Name,Personal Name
"403","Locomotives.  Diesel.  Classification",,,,,,"Atchison, Topeka & Santa Fe",
"404","Locomotives.  Diesel.  Disposition.",,,,,,"Atchison, Topeka & Santa Fe",
"405","Locomotives.  Diesel",,"Operating manual.  Class 350, 400",,,,"Atchison, Topeka & Santa Fe",
"406","Locomotives.  Diesel",,"Operating manual.  Class 5000, 5500, 5590, 5900, 5940",,,,"Atchison, Topeka & Santa Fe",
"407","Locomotives.  Diesel",,"Operating manual.  Class 6300",,,,"Atchison, Topeka & Santa Fe",
"408","Locomotives.  Diesel",,"Operating manual.  Class 7500, 8500",,,,"Atchison, Topeka & Santa Fe",
"409","Locomotives.  Diesel.  Operations",,,,,,"Atchison, Topeka & Santa Fe",
"410","Locomotives.  Diesel.  Rosters",,,,,,"Atchison, Topeka & Santa Fe",
"411","Locomotives.  Diesel-electric.",,"Operating manual",,,,"Atchison, Topeka & Santa Fe",
"412","Locomotives.  Steam",,,,,,"Atchison, Topeka & Santa Fe",
"413",,"Locomotives.  Steam.  [By number]",,,,,"Atchison, Topeka & Santa Fe",
"414","Locomotives. Steam",,"No. 132",,,,"Atchison, Topeka & Santa Fe",
"415","Locomotives.  Steam",,"No. 2921",,,,"Atchison, Topeka & Santa Fe",
"416","Locomotives.  Steam",,"No. 3751",,,,"Atchison, Topeka & Santa Fe",
"417","Locomotives.  Steam.  Disposition",,,,,,"Atchison, Topeka & Santa Fe",
"418",,"Locomotives.  Steam.  Maintainence.  Rules.  [By date]",,,,,"Atchison, Topeka & Santa Fe",
"419",,"Locomotives.  Steam.  Painting.  [By date]",,,,,"Atchison, Topeka & Santa Fe",
"420","Locomotives.  Steam.  Road tests",,,,,,"Atchison, Topeka & Santa Fe",
"421","Locomotives.  Steam.  Roster",,,,,,"Atchison, Topeka & Santa Fe",
"422","Locomotives and rolling stock.  Lubrication.  Rules",,,,,,"Atchison, Topeka & Santa Fe",
"423","Locomotives.  Diesel.  Paint",,,,,,"Atchison, Topeka & Santa Fe",
"424","Los Angeles Division",,"Office of the Superintendent.  [Bulletins/stations circular]",,"1951/1952",,"Atchison, Topeka & Santa Fe",
"425","Maintenance of way",,,,,,"Atchison, Topeka & Santa Fe",
"426",,"Maintenance of way.  Rules.  [By date]",,,,,"Atchison, Topeka & Santa Fe",
"427","Manuals",,,,,,"Atchison, Topeka & Santa Fe",
"428",,"Mechanical Department.  Employees.  Rules.  [By date]",,,,,"Atchison, Topeka & Santa Fe",
"429",,"Mechanical Department.  Safety rules.  [By date]",,,,,"Atchison, Topeka & Santa Fe",
"430","Mergers",,"Chicago, Rock Island and Pacific",,,,"Atchison, Topeka & Santa Fe",
"431","Mergers",,"Southern Pacific",,,,"Atchison, Topeka & Santa Fe",
"432","Mergers",,"Western Pacific",,,,"Atchison, Topeka & Santa Fe",
"433","Middle Division",,"Bulletins",,"1980",,"Atchison, Topeka & Santa Fe",
"434","Motor cars",,,,,,"Atchison, Topeka & Santa Fe",
"435","Motor cars",,"Instructions","1923",,,"Atchison, Topeka & Santa Fe",
"436","Movies",,,,,,"Atchison, Topeka & Santa Fe",
"437","Museum and Santa Fe Railroad",,,,,,"Atchison, Topeka & Santa Fe",
"438","Music",,,,,,"Atchison, Topeka & Santa Fe",
"439","Nurses",,,,,,"Atchison, Topeka & Santa Fe",
"440","Officers",,,,,,"Atchison, Topeka & Santa Fe",
"441",,"Officers, agents and stations. [By date]",,,,,"Atchison, Topeka & Santa Fe",
"442","Offices",,,,,,"Atchison, Topeka & Santa Fe",
"443",,"Operating department.  Examinations.  [By date]",,,,,"Atchison, Topeka & Santa Fe",
"444",,"Operating Department.  Rules.  [By date]",,,,,"Atchison, Topeka & Santa Fe",
"445",,"Operating Department.  Safety rules.  [By date]",,,,,"Atchison, Topeka & Santa Fe",
"446","Passenger Department",,"Circulars",,,,"Atchison, Topeka & Santa Fe",
"447","Passenger lists",,,,,,"Atchison, Topeka & Santa Fe",
"448",,"Personnel. [By occupation]",,,,,"Atchison, Topeka & Santa Fe",
"449","Personnel",,"Firemen, hostlers, and outside hostler helpers.  Revision of schedule",,"Aug. 1, 1931",,"Atchison, Topeka & Santa Fe",
"450","Personnel",,"Firemen, hostlers, and rates of pay for firemen, hostler and outside hostler helpers.  Rules",,"May 1, 1944",,"Atchison, Topeka & Santa Fe",
"451","Personnel",,"Firemen, hostlers, and rates of pay for firemen, hostler and outside hostler helpers.  Rules",,"Jan. 1, 1959",,"Atchison, Topeka & Santa Fe",
"452","Personnel",,"Locomotive engineers",,,,"Atchison, Topeka & Santa Fe",
"453","Locomotive engineers.",,"Examinations. [By date]",,,,"Atchison, Topeka & Santa Fe",
"454","Locomotive engineers",,"Instructions",,,,"Atchison, Topeka & Santa Fe",
"455","Locomotive engineers",,"Revision of schedules",,,,"Atchison, Topeka & Santa Fe",
"456","Locomotive engineers",,"Rules. [By date]",,,,"Atchison, Topeka & Santa Fe",
"457","Locomotive engineers, firemen, etc.",,"Revision of schedule","1925",,,"Atchison, Topeka & Santa Fe",
"458","Locomotive firemen",,"Rules",,"1902",,"Atchison, Topeka & Santa Fe",
"459","Telegraphers, etc.",,"Rules",,"Nov. 1, 1919",,"Atchison, Topeka & Santa Fe",
"460","Trainmen",,"Rates of pay",,"1940",,"Atchison, Topeka & Santa Fe",
"461","Personnel.  A- Z",,,,,,"Atchison, Topeka & Santa Fe",
"462","Personnel",,"Employee information. [By date]",,,,"Atchison, Topeka & Santa Fe",
"463","Personnel",,"Rules.  [By date]",,,,"Atchison, Topeka & Santa Fe",
"464","Photographs",,,,,,"Atchison, Topeka & Santa Fe",
"465","Picnics",,,,,,"Atchison, Topeka & Santa Fe",
"467","Promotional materials",,"Along your way",,,,"Atchison, Topeka & Santa Fe",
"468","Promotional materials","Along the route",,,,,"Atchison, Topeka & Santa Fe",
"469","Promotional materials",,"By the way",,,,"Atchison, Topeka & Santa Fe",
"470","Promotional materials",,"Camera notes",,,,"Atchison, Topeka & Santa Fe",
"471","Promotional materials",,"Camera notes",,,,"Atchison, Topeka & Santa Fe",
"472","Promotional materials",,"Indian detour",,,,"Atchison, Topeka & Santa Fe",
"473","Promotional materials",,"Mountain resorts",,,,"Atchison, Topeka & Santa Fe",
"474","Promotional materials",,"Santa Fe, all the way",,,,"Atchison, Topeka & Santa Fe",
"475","Promotional materials",,"Summer ranches and resorts",,,,"Atchison, Topeka & Santa Fe",
"476","Promotional materials",,"Titan of the chasms",,,,"Atchison, Topeka & Santa Fe",
"477","Promotional materials",,"Travel comfort",,,,"Atchison, Topeka & Santa Fe",
"478","Promotional materials",,"Vacation notes",,,,"Atchison, Topeka & Santa Fe",
"479","Promotional materials",,"Winter resorts and ranches",,,,"Atchison, Topeka & Santa Fe",
"480","Pullman service",,,,,,"Atchison, Topeka & Santa Fe",
"481","Rail Travel Credit Cards",,,,,,"Atchison, Topeka & Santa Fe",
"482","Railroad Commission of California, Before the",,,,,,"Atchison, Topeka & Santa Fe",
"483","Railway mail service",,,,,,"Atchison, Topeka & Santa Fe",
"484","Ramona plays",,,,,,"Atchison, Topeka & Santa Fe",
"485","Recipes",,,,,,"Atchison, Topeka & Santa Fe",
"486","Re-routing",,,,,,"Atchison, Topeka & Santa Fe",
"487","Revenue cards",,,,,,"Atchison, Topeka & Santa Fe",
"488","Reward posters",,,,,,"Atchison, Topeka & Santa Fe",
"489","Right of way",,,,,,"Atchison, Topeka & Santa Fe",
"490","Rolling stock",,"American Railroad Association.  Rules",,"1933",,"Atchison, Topeka & Santa Fe",
"491","Rolling stock.  Wheels",,"Rules",,"1886",,"Atchison, Topeka & Santa Fe",
"492","Rolling stock.  Freight and passenger",,"Painting, cleaning, etc.  Rules. [By date]",,,,"Atchison, Topeka & Santa Fe",
"494","Rolling stock.  Freight",,"Car seals.  Rules.",,"May 1, 1945",,"Atchison, Topeka & Santa Fe",
"495","Rolling stock. Freight",,"Car service and per diem.  Rules",,"1949",,"Atchison, Topeka & Santa Fe",
"496","Rolling stock.  Freight",,"Operation.  Rules.",,"1957",,"Atchison, Topeka & Santa Fe",
"497","Rolling stock.  Freight",,"Roster",,"1972",,"Atchison, Topeka & Santa Fe",
"498","Rolling stock.  Freight",,"Special equipment",,,,"Atchison, Topeka & Santa Fe",
"499","Rolling stock.  Freight",,"Symbols",,,,"Atchison, Topeka & Santa Fe",
"500","Rolling stock.  Freight.  Box",,,,,,"Atchison, Topeka & Santa Fe",
"501","Rolling stock.  Freight.  Coal",,"Specifications",,"1887",,"Atchison, Topeka & Santa Fe",
"502","Rolling stock.  Freight.  Freight containers",,,,,,"Atchison, Topeka & Santa Fe",
"503","Rolling stock. Freight.  Flat",,,,,,"Atchison, Topeka & Santa Fe",
"504","Rolling stock.  Freight.  Gondola",,,,,,"Atchison, Topeka & Santa Fe",
"505","Rolling stock.  Freight.  Hopper",,,,,,"Atchison, Topeka & Santa Fe",
"506","Rolling stock  Freight.  Horse",,,,,,"Atchison, Topeka & Santa Fe",
"507","Rolling stock.  Freight.  Piggy-back trailers",,,,,,"Atchison, Topeka & Santa Fe",
"508","Rolling stock.  Freight.  Refrigerator",,,,,,"Atchison, Topeka & Santa Fe",
"509","Rolling stock. Freight.  Tank",,,,,,"Atchison, Topeka & Santa Fe",
"510","Rolling stock.  Maintenance of way",,"Hoist and locomotive crane folio",,,,"Atchison, Topeka & Santa Fe",
"511","Rolling stock.  Passenger",,,,,,"Atchison, Topeka & Santa Fe",
"512","Rolling stock.  Passenger",,"Assignment of space",,,,"Atchison, Topeka & Santa Fe",
"513","Rolling stock.  Passenger.  Business",,,,,,"Atchison, Topeka & Santa Fe",
"514","Rolling stock.  Passenger",,"Diagram cards",,,,"Atchison, Topeka & Santa Fe",
"515","Rolling stock.  Passenger",,"Heating, AC and water.  [By date]",,,,"Atchison, Topeka & Santa Fe",
"516","Rolling stock.  Passenger",,"Operation.  Rules.",,"1942",,"Atchison, Topeka & Santa Fe",
"517","Rolling stock.  Passenger. Photographer's car",,,,,,"Atchison, Topeka & Santa Fe",
"518","Rolling stock.  Passenger",,"Roster",,"1966",,"Atchison, Topeka & Santa Fe",
"519","Rolling stock.  Passenger.  Special",,,,,,"Atchison, Topeka & Santa Fe",
"520","Rolling stock.  Passenger",,"Specifications",,,,"Atchison, Topeka & Santa Fe",
"521","Rolling stock.  Passenger",,"Specifications",,"1887",,"Atchison, Topeka & Santa Fe",
"522","Safety",,,,,,"Atchison, Topeka & Santa Fe",
"523","Safety",,"Operating Department.  Rules",,"1967",,"Atchison, Topeka & Santa Fe",
"524",,"Safety rules.  [By date]",,,,,"Atchison, Topeka & Santa Fe",
"525",,"Santa Fe Data.  [By date]",,,,,"Atchison, Topeka & Santa Fe",
"526","Santa Fe Flashes",,,,,,"Atchison, Topeka & Santa Fe",
"527","Santa Fe Magazine",,,,,,"Atchison, Topeka & Santa Fe",
"528",,"Santa Fe News.  [By date]",,,,,"Atchison, Topeka & Santa Fe",
"529","Scholarships",,,,,,"Atchison, Topeka & Santa Fe",
"530","Shops",,,,,,"Atchison, Topeka & Santa Fe",
"531","Shops",,,,,"California.  Bartow","Atchison, Topeka & Santa Fe",
"532","Shops",,,,,"New Mexico.  Albuquerque","Atchison, Topeka & Santa Fe",
"533","Signal employees",,"Rules",,"Jan. 1, 1939",,"Atchison, Topeka & Santa Fe",
"534","Signaling",,,,,,"Atchison, Topeka & Santa Fe",
"535",,"Stations. [By location]",,,,,"Atchison, Topeka & Santa Fe",
"536",,"Stations.  Numbers assigned to. [By date]",,,,,"Atchison, Topeka & Santa Fe",
"537","Stations.  Record of",,,,,,"Atchison, Topeka & Santa Fe",
"538","Stations",,,,,"California","Atchison, Topeka & Santa Fe",
"539","Stations",,,,,"California.  Fullerton","Atchison, Topeka & Santa Fe",
"540","Stations",,,,,"California.  Orange","Atchison, Topeka & Santa Fe",
"541","Stations",,,,,"California.  Pomona","Atchison, Topeka & Santa Fe",
"542","Stations",,,,,"California.  San Diego","Atchison, Topeka & Santa Fe",
"543","Stations",,,,,"Caifornia.  Santa Anita","Atchison, Topeka & Santa Fe",
"544","Stations",,,,,"Illinois","Atchison, Topeka & Santa Fe",
"545","Stations",,,,,"Kansas","Atchison, Topeka & Santa Fe",
"546","Stocks",,,,,,"Atchison, Topeka & Santa Fe",
"547","TCS Equipment",,,,,,"Atchison, Topeka & Santa Fe",
"548",,"Telegraph and Telephone Lines.  Rules.  [By date]",,,,,"Atchison, Topeka & Santa Fe",
"549","Telegraph Department",,"System Primer Route",,,,"Atchison, Topeka & Santa Fe",
"550","Telephone directories",,,,"1973",,"Atchison, Topeka & Santa Fe",
"551","Television ads",,,,,,"Atchison, Topeka & Santa Fe",
"552","Terminals",,,,,"California.  San Francisco","Atchison, Topeka & Santa Fe",
"553","Ticket offices",,,,,"California.  San Francisco","Atchison, Topeka & Santa Fe",
"554","Timekeeping",,,,,,"Atchison, Topeka & Santa Fe",
"555","Timetables",,,,,,"Atchison, Topeka & Santa Fe",
"557",,"Train handling. Rules.  [By date]",,,,,"Atchison, Topeka & Santa Fe",
"558","Train stop",,"Instructions",,"Jan. 1, 1951",,"Atchison, Topeka & Santa Fe",
"559",,"Trains.  Operation.  Rules. [By date]",,,,,"Atchison, Topeka & Santa Fe",
"560","Trains. Symbols",,,,,,"Atchison, Topeka & Santa Fe",
"561","Trains.  Passenger.  Discontinuances",,,,,,"Atchison, Topeka & Santa Fe",
"562","Trains.  Passenger. History",,,,,,"Atchison, Topeka & Santa Fe",
"563","Trains.  Passenger",,,,,,"Atchison, Topeka & Santa Fe",
"564",,"Trains.  Passenger.  [By name].  [By date].",,,,,"Atchison, Topeka & Santa Fe",
"565","Trains.  Passenger.  Chief",,,,,,"Atchison, Topeka & Santa Fe",
"566","Trains.  Passenger.  Kansas City Chief",,,,,,"Atchison, Topeka & Santa Fe",
"567","Trains.  Passenger.  San Francisco Chief",,,,,,"Atchison, Topeka & Santa Fe",
"568","Trains.  Passenger.  Super Chief",,,,,,"Atchison, Topeka & Santa Fe",
"569","Trains.  Passenger.  Super Chief and El Capitan",,,,,,"Atchison, Topeka & Santa Fe",
"570","Trains.  Passenger.  Super Chief and Chief",,,,,,"Atchison, Topeka & Santa Fe",
"571","Trains.  Passenger.  Texas Chief",,,,,,"Atchison, Topeka & Santa Fe",
"572","Trains.  Passenger.  Special.  Continental Chief",,,,,,"Atchison, Topeka & Santa Fe",
"573","Trains.  Passenger.  California Limited",,"Rules",,"1897",,"Atchison, Topeka & Santa Fe",
"574","Trains.  Passenger.  California Limited",,,,,,"Atchison, Topeka & Santa Fe",
"575","Trains.  Passenger.  El Capitan",,,,,,"Atchison, Topeka & Santa Fe",
"576","Trains.  Passenger.  Golden Gate",,,,,,"Atchison, Topeka & Santa Fe",
"577","Trains.  Passenger.  San Diegan",,,,,,"Atchison, Topeka & Santa Fe",
"578","Trains.  Passenger.  Scout",,,,,,"Atchison, Topeka & Santa Fe",
"579","Trains.  Passenger.  Special.  American Legion",,,,,,"Atchison, Topeka & Santa Fe",
"580","Trains.  Passenger.  Special.  Rose Bowl",,,,,,"Atchison, Topeka & Santa Fe",
"581","Trains.  Passenger.  Special.  Spirit of 76",,,,,,"Atchison, Topeka & Santa Fe",
"582","Travel Agents Sales Guide",,,,,,"Atchison, Topeka & Santa Fe",
"583","Turntables",,,,,,"Atchison, Topeka & Santa Fe",
"584","Turntables",,"Rules",,,,"Atchison, Topeka & Santa Fe",
"585","Unions.  American Train Dispatchers Association",,"Agreements",,,,"Atchison, Topeka & Santa Fe",
"586","Unions.  Association of Machinists, etc.",,"Agreements",,,,"Atchison, Topeka & Santa Fe",
"587","Unions.  Association of Clerical Employees",,"Agreements",,,,"Atchison, Topeka & Santa Fe",
"588","Unions.  Association of Consolidated Model Crafts",,"Agreements",,,,"Atchison, Topeka & Santa Fe",
"589","Unions.  Brotherhood of Railroad Trainmen",,"Agreements",,,,"Atchison, Topeka & Santa Fe",
"590","Unions.  Brotherhood of Railway and Steamshipo Clerks",,"Agreements",,,,"Atchison, Topeka & Santa Fe",
"591","Unions.  International Association of Machinists and Aerospace Workers",,"Agreements",,,,"Atchison, Topeka & Santa Fe",
"592","Unions.  Order of Railroad Telegraphers",,"Agreements",,,,"Atchison, Topeka & Santa Fe",
"593","Unions.  Order of Railway Conductors",,"Agreements",,,,"Atchison, Topeka & Santa Fe",
"594","Unions.  Order of Railway Conductors and Brakemen",,"Agreements",,,,"Atchison, Topeka & Santa Fe",
"595","Unions.  Railroad Yardmasters of America",,"Agreements",,,,"Atchison, Topeka & Santa Fe",
"596","Valley Division",,"General orders and operating circulars",,"1988",,"Atchison, Topeka & Santa Fe",
"597","Videos",,,,,,"Atchison, Topeka & Santa Fe",
"598","War efforts",,,,,,"Atchison, Topeka & Santa Fe",
"599","War efforts.  World War II",,,,,,"Atchison, Topeka & Santa Fe",
"600","World War II",,"Way to go home",,,,"Atchison, Topeka & Santa Fe",
"601","Wine of California",,,,,,"Atchison, Topeka & Santa Fe",
"602","Union stations",,,,,"California.  Los Angeles","Atchison, Topeka & Santa Fe",
"603","Valley Division",,"Operating Bulletins",,,,"Atchison, Topeka & Santa Fe",
"604",,"Yards.  [By location]",,,,,"Atchison, Topeka & Santa Fe",
"605","Yards",,,,,"California.  Barstow","Atchison, Topeka & Santa Fe",
"606","Yards",,,,,"California. Empire","Atchison, Topeka & Santa Fe",
"607","Yards",,,,,"California.  San Bernardino","Atchison, Topeka & Santa Fe",
"608","Yards",,,,,"Kansas.  Kansas City","Atchison, Topeka & Santa Fe",
"609","Boats",,"Auto ferry service",,"Jan. 14, 1928",,"Southern Pacific",
"610","Board of Directors",,,,,,"Southern Pacific",
"611","Boats.  History",,,,,,"Southern Pacific",
"612","Boats.  Berkeley",,,,,,"Southern Pacific",
"613","Boats.  Calistoga",,,,,,"Southern Pacific",
"614","Boats.  Eureka",,,,,,"Southern Pacific",
"615","Boats.  San Leandro",,,,,,"Southern Pacific",
"617","Boats.  Sierra Nevada",,,,,,"Southern Pacific",
"618","Boats.  Solano",,,,,,"Southern Pacific",
"619","Boats.  Events",,"Last ferryboat round trip, San Francisco Bay",,"1958",,"Southern Pacific",
"620","Boats.  Excursions",,,,,,"Southern Pacific",
"621",,"Boats.  History.  [By date]",,,,,"Southern Pacific",
"622","Boats.  Steamship Lines",,,,,,"Southern Pacific",
"623","Boats.  Steamship Lines.  Promorational materials",,,,"1901-1902",,"Southern Pacific",
"624","Boats.  Steamship Lines.  Promorational materials",,,,"Jun. 1915",,"Southern Pacific",
"625","Boats.  Steamship Lines.  Promorational materials",,,,"Nov. 1926",,"Southern Pacific",
"626","Boilers",,"Boiler repair manual.  Project 2467/2472",,"1982 (reprint)",,"Southern Pacific",
"627","Boilers.  Motive Power Department",,"Rules for inspecting and testing boilers",,"Aug. 1, 1903",,"Southern Pacific",
"628","Bonds",,,,,,"Southern Pacific",
"629","Boy scouts",,,,,,"Southern Pacific",
"630","Brake valves",,,,,,"Southern Pacific",
"631","Branches",,,,,"California.  McKittrick","Southern Pacific",
"632","Branches",,,,,"California.  Newport and Smeltzer","Southern Pacific",
"633","Branches",,,,,"California.  Ocean View","Southern Pacific",
"634","Branches",,,,,"California.  Rumsey","Southern Pacific",
"635","Branches",,,,,"California.  San Ramon","Southern Pacific",
"636","Branches",,,,,"California.  Santa Paul","Southern Pacific",
"637","Branches",,,,,"California.  Walnut Grove","Southern Pacific",
"638","Branches",,"List of Branches",,,,"Southern Pacific",
